,Rooms,Floors,Bedrooms,Living,Type,Condition,Standing,Construction year,Renovation year,Heating,Hot water,Energy efficiency rating,Environmental (CO₂) impact rating,Total,Hot water waste,Bathrooms,Toilet rooms,Shower rooms,Land,Balconies,Balcony,Parking lots (outside),Parking lots (inside),Internal,Terraces,Garages (outside),Environment
730,2,,1.0,45.0,Condo/Apartment,,,,,Electric,,D223,D43,,,,,,,,,,,,,,
731,2,7.0,1.0,49.45,,,,,,,,No data,No data,49 m²,,2.0,1.0,,,,,,,,,,
732,1,,,26.0,,,,,,,,F430,E68,,,,1.0,,,,,,,,,,
733,7,,4.0,175.0,House,,,1998.0,,,,E235,E51,175 m²,,3.0,2.0,,,,,,,,,,
734,2,,,34.0,,,,,,,,G456,C14,34 m²,,,,,,,,,,,,,
735,2,,1.0,21.0,Condo/Apartment,,,1900.0,,,,F361,B11,21 m²,,2.0,1.0,,,,,,,,,,
736,3,6.0,,50.84,Condo/Apartment,,,1919.0,,,,E,,50 m²,,,,,,,,,,,,,
737,3,6.0,2.0,74.03,Condo/Apartment,,,1900.0,,,,E,,74 m²,,,,,,,,,,,,,
738,3,,1.0,34.0,Condo/Apartment,,,,,Electric,,G562,D33,,,1.0,1.0,,,,,,,,,,
739,2,,1.0,66.0,,,,,,,,E313,B10,,,1.0,1.0,,,,,,,,,,
740,5,,4.0,120.0,Condo/Apartment,,,,,Gas,,No data,No data,,,1.0,2.0,,,,,,2.0,,,,
741,5,,4.0,135.0,Condo/Apartment,,,,,Gas,,No data,No data,,,1.0,2.0,,,,,,2.0,,,,
742,2,,1.0,54.0,Condo/Apartment,,,,,Gas,,D215,D42,,,1.0,1.0,,,,,,1.0,,,,
743,1,,1.0,17.0,Condo/Apartment,,,,,Electric,,F485,C15,,,,1.0,,,,,,,,,,
744,4,,2.0,87.0,Condo/Apartment,,,,,Solar,,E329,B10,,,2.0,1.0,,,,,,1.0,,,,
745,3,,2.0,50.0,Condo/Apartment,,,,,Electric,,E300,C11,,,,1.0,,,,,,,,,,
746,2,,1.0,30.0,Condo/Apartment,,,,,Electric,,F435,C18,,,,1.0,,,,,,,,,,
747,1,,,16.0,Condo/Apartment,,,,,Electric,,G694,C22,,,,1.0,,,,,,,,,,
748,2,,1.0,37.0,,,,,,,,No data,No data,37 m²,,1.0,,,,,,,2.0,,,,
749,2,,1.0,35.0,,,,,,,,No data,No data,35 m²,,1.0,,,,,,,2.0,,,,
750,3,,2.0,56.0,Condo/Apartment,,,,,Electric,,F373,C12,,,1.0,1.0,,,,,,,,,,
751,2,,1.0,63.0,Condo/Apartment,,,,,Electric,,D235,B6,,,,1.0,,,,,,,,,,
752,2,,1.0,46.0,Condo/Apartment,,,,,Electric,,E301,B9,,,,1.0,,,,,,,,,,
753,5,,4.0,136.0,Condo/Apartment,,,1932.0,,Gas,,D230,E41,136 m²,,,,,,,,,,,,,
754,3,,2.0,75.0,Condo/Apartment,,,,,Gas,,E312,E55,75 m²,,,,,,,,,,,,,
755,3,,2.0,50.0,Condo/Apartment,,,,,Electric,,G480,C15,50 m²,,1.0,1.0,,,,,,,,,,
756,3,,2.0,47.0,Condo/Apartment,Good condition,,,,,,G795,G26,,,,,,,,,,,,,,
757,3,,2.0,63.0,Condo/Apartment,Excellent condition,,,,,,E318,B10,,,,,,,,,,,,,,
758,2,,1.0,30.0,Condo/Apartment,Good condition,,,,,,F341,C11,,,,,,,,,,,,,,
759,1,,,18.5,Condo/Apartment,Requires renovation,,,,,,G600,G,,,,,,,,,,,,,,
760,4,,3.0,92.0,Condo/Apartment,,,,,Gas,,F321,F70,92 m²,,1.0,,,,,,1.0,1.0,,,,
761,3,,2.0,84.0,Condo/Apartment,,,,,Electric,,E250,D25,84 m²,,1.0,,,,,,1.0,1.0,,,,
762,1,,1.0,28.0,Condo/Apartment,,,1970.0,,"Common, Gas",,D255,D51,,,,1.0,1.0,,,,,,,,,
763,5,,3.0,145.0,Condo/Apartment,,,1840.0,,"Convector, Individual, Electric",,D249,B8,,,1.0,2.0,,,,,,,,,,
764,3,,2.0,78.0,Condo/Apartment,,,,,"Radiator, Common, Gas",,E243,E53,,,1.0,1.0,,,,,,,,,,
765,2,,1.0,37.0,Condo/Apartment,,,1880.0,,"Radiator, Individual, Gas",,E316,E68,,,1.0,1.0,,,,,,,,,,
766,1,,1.0,34.0,,,,,,,,No data,No data,,,,1.0,1.0,,,,,,,,,
767,2,,1.0,28.0,,,,,,,,No data,No data,,,,,,,,,,,,,,
768,2,,1.0,27.0,,,,,,,,No data,No data,,,,,,,,,,,,,,
769,1,,,35.0,,,,,,,,No data,No data,,,,,,,,,,,,,,
770,4,,3.0,117.0,Condo/Apartment,,,1912.0,,"Common, Gas",,E252,D47,,,2.0,2.0,,,,,,,,,,
771,1,,,22.0,Condo/Apartment,,,1902.0,,"Individual, Electric",,G603,C19,,,1.0,1.0,,,,,,,,,,
772,5,,3.0,121.0,Condo/Apartment,,,1884.0,,"Individual, Gas",,D228,D49,,,1.0,2.0,,,,,,,,,,
773,2,,1.0,26.0,Condo/Apartment,,,1910.0,,"Common, Electric",,G593,C19,,,1.0,1.0,,,,,,,,,,
774,2,,1.0,28.0,Condo/Apartment,,,1950.0,,"Individual, Electric",,F386,C11,,,1.0,1.0,,,,,,,,,,
775,1,,1.0,15.0,Condo/Apartment,,,1976.0,,"Common, Gas",,E308,E63,,,1.0,1.0,,,,,,,,,,
776,3,2.0,1.0,72.0,House,,,,,Gas,,G502,G109,72 m²,,1.0,2.0,,,,,,,36 m²,,,
777,4,,2.0,101.0,Condo/Apartment,,,1907.0,,Fuel oil,,F361,F77,101 m²,,1.0,1.0,,,,,,,38 m²,,,
778,4,,3.0,91.0,Condo/Apartment,,,1981.0,,Gas,,E271,F59,91 m²,,1.0,1.0,,,,,,,38 m²,,,
779,1,,,37.0,,,,,,,,No data,No data,37 m²,,,,,,,,,,,,,
780,4,,2.0,54.78,Condo/Apartment,,,1900.0,,Electric,,F418,C13,54 m²,,1.0,,,,,,,,,,,
781,3,,1.0,67.0,,,,,,,,No data,No data,67 m²,,1.0,,,,,,,,,,,
782,3,,2.0,65.0,Condo/Apartment,,,1900.0,,Electric,,D215,B6,65 m²,,,1.0,,,,,,,,,,
783,2,,1.0,25.7,Condo/Apartment,,,1900.0,,,,G593,C19,25 m²,,1.0,1.0,,,,,,,,,,
784,1,,,8.11,Condo/Apartment,,,,,"Radiator, Individual, Electric",,G479,G90,,,,,,,,,,,,,,
785,3,,2.0,78.0,Condo/Apartment,,,,,"Radiator, Common, Gas",,E243,E53,,,1.0,1.0,,,,,,,,,,
786,5,,3.0,145.0,Condo/Apartment,,,1840.0,,"Convector, Individual, Electric",,D249,B8,,,1.0,2.0,,,,,,,,,,
787,1,,1.0,28.0,Condo/Apartment,,,1970.0,,"Common, Gas",,D255,D51,,,,1.0,1.0,,,,,,,,,
788,2,,1.0,37.0,Condo/Apartment,,,1880.0,,"Radiator, Individual, Gas",,E316,E68,,,1.0,1.0,,,,,,,,,,
789,1,,,25.02,Condo/Apartment,,,,,Common,,D226,B7,,,,1.0,1.0,,,,,,,,,
790,3,,1.0,60.25,Condo/Apartment,,,1880.0,,"Radiator, Individual, Electric",,D209,C16,,,,1.0,1.0,,,,,,,,,
791,1,,1.0,36.23,Condo/Apartment,,,1978.0,,"Common, Gas",,D224,E47,,,1.0,1.0,,,,,1.0,,,,,
792,6,5.0,4.0,254.84,Condo/Apartment,,,,,"Individual, Electric",,D185,A5,,,2.0,4.0,2.0,,,,1.0,,,,,
793,1,,,13.0,Condo/Apartment,,,,,"Radiator, Common, Fuel oil",,F350,E50,,,,1.0,1.0,,,,,,,,,
794,1,,1.0,14.0,Condo/Apartment,,,,,"Convector, Common, Fuel oil",,F340,F99,,,,1.0,1.0,,,,,,,,,
795,2,,1.0,36.0,Condo/Apartment,,,1900.0,,"Radiator, Individual, Electric",,E232,B7,,,,1.0,1.0,,,,,,,,,
796,2,,1.0,29.96,Condo/Apartment,,,1900.0,,"Radiator, Individual, Electric",,E329,B10,,,,1.0,1.0,,,,,,,,,Calm
797,2,,1.0,35.5,Condo/Apartment,,,,,"Radiator, Common, Gas",,E327,D50,,,,1.0,1.0,,,,,,,,,Calm
798,1,,,18.01,Condo/Apartment,,,1900.0,,"Radiator, Common, Gas",,E319,C32,,,,1.0,1.0,,,,,,,,,
799,2,2.0,1.0,41.46,Condo/Apartment,,,1940.0,,"Individual, Electric",,F347,C11,,,,1.0,1.0,,,,,,,,,
800,2,,1.0,39.0,Condo/Apartment,,,1950.0,,"Radiator, Individual, Electric",,D222,B7,,,1.0,1.0,,,,,,,,,,
801,1,,,19.0,Condo/Apartment,,,1975.0,,"Common, Gas",,E317,E54,,,,1.0,1.0,,,,,,,,,Calm
802,1,,,9.0,Condo/Apartment,,,,,"Radiator, Common, Gas",,F400,F91,,,,,1.0,,,,,,,,,
803,2,,1.0,30.02,Condo/Apartment,,,1951.0,,"Radiator, Individual, Electric",,E320,B11,,,,1.0,1.0,,,,,,,,,Calm
804,2,2.0,1.0,52.37,Condo/Apartment,,,1929.0,,Individual,,C120,A3,,,,1.0,1.0,,,,,,,,,Calm
805,2,2.0,1.0,52.37,Condo/Apartment,,,1929.0,,Individual,,C120,A3,,,,1.0,1.0,,,,,,,,,Calm
806,1,,,24.0,Condo/Apartment,,,1973.0,,"Common, Gas",,No data,No data,,,1.0,1.0,,,,,,,,,,
807,2,,1.0,42.0,Condo/Apartment,,,1973.0,,"Common, Gas",,No data,No data,,,1.0,1.0,,,,,,,,,,
808,2,1.0,1.0,64.0,Condo/Apartment,,,1760.0,,"Individual, Gas",,E290,D30,,,,1.0,1.0,,,,,,,,,
809,2,1.0,1.0,57.0,Condo/Apartment,,,1930.0,,"Convector, Individual, Electric",,E252,D45,,,,1.0,1.0,,,,,,,,,Residential
810,1,,,31.25,Condo/Apartment,,,1890.0,,"Radiant, Individual, Electric",,G693,C22,,,,1.0,1.0,,,,,,,,,
811,2,,2.0,127.0,Condo/Apartment,Requires renovation,,,,,,No data,No data,,,,,,,,,,,,,,Residential
812,2,,,43.0,Condo/Apartment,,,1980.0,,,,D220,B7,,,,,,,,,,,,,,
813,2,,1.0,47.0,Condo/Apartment,,,1965.0,,"Common, Gas",,D221,D47,,,,1.0,,,,,,,,,,
814,2,,1.0,38.0,Condo/Apartment,,,2019.0,,"Individual, Electric",,No data,No data,,,,,,,,,,,,,,
815,2,,1.0,12.0,Condo/Apartment,,,,,Individual,,F486,C15,,,,1.0,,,,,,,,,,
816,4,,3.0,135.0,Condo/Apartment,,,,,"Individual, Gas",,C121,C24,,,1.0,3.0,,,,,,,,,,
817,1,,,37.0,Condo/Apartment,,,,,"Individual, Electric",,E270,B8,,,,1.0,,,,,,,,,,
818,5,,3.0,134.0,Condo/Apartment,,,,,Common,,No data,No data,,,1.0,1.0,,,,,1.0,,,,,
819,1,,,11.0,Condo/Apartment,,,,,Common,,No data,No data,,,,,,,,,,,,,,
820,2,,1.0,36.0,,,,,,,,E275,E64,,,1.0,,,,,,,,,,,
821,5,,3.0,122.0,Condo/Apartment,,,1980.0,,"Common, Gas",,,E53,,,,,,,,,1.0,,,,,
822,1,,,26.0,Condo/Apartment,,,1967.0,,Common,,F374,F80,,,1.0,1.0,,,,,,,,,,
823,5,,3.0,107.0,Condo/Apartment,,,,,"Individual, Electric",,,B6,,,,1.0,,,,,,,,,,
824,7,,4.0,234.0,Condo/Apartment,,,1905.0,,"Individual, Gas",,,C12,,,1.0,2.0,,,,,,,,,,
825,3,,2.0,41.0,Condo/Apartment,,,,,"Individual, Electric",,G428,C14,,,1.0,1.0,,,,,,,,,,
826,1,,,31.0,Condo/Apartment,,,,,Common,,F396,C11,,,,,,,,,1.0,,,,,
827,2,,1.0,33.0,Condo/Apartment,,,1930.0,,"Common, Gas",,E264,D35,,,,1.0,,,,,,,,,,
828,4,,3.0,93.0,Condo/Apartment,,,,,"Individual, Electric",,E287,B9,,,1.0,2.0,,,,,,,,,,
829,2,,1.0,22.0,Condo/Apartment,,,,,"Individual, Electric",,F428,C13,,,,1.0,,,,,,,,,,
830,6,,,174.0,Condo/Apartment,,,1900.0,,Common,,E306,E56,,,,,,,,,,,,,,
831,3,,2.0,50.0,Condo/Apartment,,,,,Common,,E263,D43,,,1.0,1.0,,,,,,,,,,
832,2,,1.0,31.0,Condo/Apartment,,,,,Individual,,D254,B8,,,1.0,1.0,,,,,,,,,,
833,2,,1.0,20.0,Condo/Apartment,,,,,Individual,,C203,A6,,,1.0,1.0,,,,,,,,,,
834,5,,3.0,111.0,Condo/Apartment,,,,,"Common, Gas",,D236,D32,,,1.0,1.0,,,,,,,,,,
835,1,,,13.0,Condo/Apartment,,,,,"Individual, Electric",,F372,C11,,,,1.0,,,,,,,,,,
836,2,,1.0,44.0,Condo/Apartment,,,,,"Individual, Electric",,E301,B9,,,1.0,1.0,,,,,,,,,,
837,2,,1.0,29.0,Condo/Apartment,,,1850.0,,"Individual, Electric",,E293,B9,,,,1.0,,,,,,,,,,
838,2,,,35.0,Condo/Apartment,,,1900.0,,"Individual, Electric",,F382,B12,,,,,,,,,,,,,,
839,1,,,10.0,Condo/Apartment,,,1897.0,,"Individual, Electric",,D388,B12,,,,,,,,,,,,,,
840,3,,2.0,70.0,,,,,,,,No data,No data,,,,,,,,,,,,,,
841,4,,,350.0,,,,,,,,No data,No data,,,,,,,,,,,,,,
842,2,,1.0,55.0,Condo/Apartment,,,1900.0,,,,D228,D49,,,,1.0,,,,,,,,,,
843,3,,2.0,96.0,Condo/Apartment,,,1955.0,,,,D173,D34,,,1.0,,,,,,,,,,,Residential
844,4,,3.0,94.04,Condo/Apartment,,,1955.0,,,,D102,D30,,,1.0,,,,,,,,,,,Residential
845,3,,2.0,91.0,,,,,,,,G465,G105,,,,,,,,,,,,,,
846,5,,3.0,147.12,Condo/Apartment,Requires renovation,,,,"Radiator, Common, Gas",Individual,E269,D49,,Main drainage,,,,,,,,,,,,
847,2,4.0,1.0,36.9,Condo/Apartment,,,1900.0,,"Convector, Individual",Hot water tank,D249,B8,,,,1.0,1.0,,,,,,,,,
848,5,11.0,3.0,120.0,Condo/Apartment,,,2013.0,,,,B,C,,,2.0,2.0,,,,,,,,1.0,2.0,
849,5,8.0,3.0,117.0,Condo/Apartment,,,2011.0,,,,B,C,,,2.0,2.0,,,,,,,,1.0,1.0,
850,2,12.0,1.0,54.0,Condo/Apartment,,,,,"Radiator, Common",,D240,D40,,,1.0,1.0,,,1.0,,2.0,,,,,
851,2,6.0,1.0,42.68,Condo/Apartment,,,,,"Radiator, Common, Gas",,D216,D46,,,,1.0,1.0,,,,1.0,,,,,
852,2,2.0,1.0,44.16,Condo/Apartment,,,,,"Radiator, Individual, Electric",Boiler,G442,C23,,,1.0,1.0,,,,,,,,,,
853,4,6.0,2.0,78.0,Condo/Apartment,,,1900.0,,"Radiator, Individual, Gas",,C141,C27,,,,1.0,1.0,,,,,,,,,
854,1,1.0,,13.0,Condo/Apartment,,,1900.0,,"Radiator, Individual, Electric",Hot water tank,F524,C17,,,,1.0,1.0,,,,,,,,,
855,4,,2.0,96.0,Condo/Apartment,,,,,Gas,,E304,E66,,,1.0,2.0,,,,,,,,,,
856,3,,2.0,55.0,Condo/Apartment,,,,,Gas,,F350,F77,,,,1.0,,,,,,,,,,
857,2,,1.0,19.0,Condo/Apartment,,,,,Electric,,C227,A7,,,,1.0,,,,,,,,,,
858,4,,2.0,73.0,Condo/Apartment,,,,,Gas,,E301,E65,,,,1.0,,,,,,,,,,
859,2,,1.0,36.0,Condo/Apartment,,,,,Electric,,F418,C13,,,,1.0,,,,,,,,,,
860,3,,2.0,55.0,Condo/Apartment,,,,,Electric,,D246,B7,,,,1.0,,,,,,,,,,
861,5,,3.0,110.0,,,,,,,,D211,C13,,,1.0,1.0,,,,,,,,,,
862,3,,2.0,48.0,Condo/Apartment,New,,,,Electric,,C168,A5,,,,3.0,,,,,,,,,,
863,5,,2.0,90.0,Condo/Apartment,,,,,Gas,,E326,E58,,,1.0,1.0,,,,,,,,,,
864,2,,1.0,40.0,Condo/Apartment,,,,,Electric,,E328,B10,,,,1.0,,,,,,,,,,
865,3,,2.0,62.0,Condo/Apartment,,,,,Gas,,E247,E53,,,1.0,1.0,,,,,,,,,,
866,4,,3.0,84.0,Condo/Apartment,,,,,Gas,,C92,C19,,,1.0,2.0,,,,,,1.0,,,,
867,4,,3.0,135.0,Condo/Apartment,,,,,Electric,,D188,B6,,,1.0,2.0,,,,,,1.0,,,,
868,4,4.0,2.0,122.7,Condo/Apartment,Excellent condition,,1900.0,2019.0,"Radiator, Individual, Electric","Hot water tank, Individual",C183,A5,122.7 m²,Main drainage,,,,,,,,,,,,
869,4,4.0,2.0,122.7,Condo/Apartment,Excellent condition,,1900.0,2019.0,"Radiator, Individual, Electric","Hot water tank, Individual",C183,A5,122.7 m²,Main drainage,,,,,,,,,,,,
870,2,5.0,1.0,45.5,Condo/Apartment,Excellent condition,Regular,1800.0,2016.0,"Radiator, Individual, Electric","Hot water tank, Individual",D220,B7,46.3 m²,Main drainage,,,,,,,,,,,,
871,3,5.0,2.0,80.46,Condo/Apartment,Excellent condition,Regular,2019.0,,"Radiator, Individual, Electric","Hot water tank, Individual",C165,A5,94.46 m²,Main drainage,,,,,,,,,,,,
872,2,,1.0,40.0,Condo/Apartment,,,,,Electric,,E276,B9,,,,1.0,,,,,,,,,,
873,1,,,24.0,,,,,,,,E288,E61,,,,,,,,,,,,,,
874,7,,5.0,196.0,,,,,,,,E277,E61,,,1.0,2.0,,,,,,,,,,
875,3,,2.0,71.0,Condo/Apartment,,,,,Gas,,C139,C29,,,,1.0,,,,,,,,,,
876,2,,1.0,47.0,Condo/Apartment,,,,,Electric,,D248,B7,,,,1.0,,,,,,1.0,,,,
877,1,,,19.0,,,,,,,,E330,B9,,,,1.0,,,,,,,,,,
878,2,5.0,1.0,33.59,Condo/Apartment,Requires renovation,,1900.0,,"Convector, Individual, Electric","Hot water tank, Individual",F427,C14,,,,,,,,,,,,,,
879,4,8.0,3.0,85.0,Condo/Apartment,Good condition,,1975.0,,"Central, Common, Gas",,D215,D46,85 m²,,,,,,,,,,,,,
880,4,8.0,2.0,92.0,Condo/Apartment,Excellent condition,,1961.0,2017.0,"Central, Common, Gas",Collective,D245,D44,92.5 m²,,,,,,,,,,,,,
881,6,,4.0,235.0,Condo/Apartment,,,,,"Radiator, Individual, Gas","Boiler, Individual",C52,C12,235 m²,Main drainage,,,,,,,,,,,,
882,6,,4.0,233.4,Condo/Apartment,,,,,"Radiator, Individual, Gas","Boiler, Individual",C52,C12,233.4 m²,Main drainage,,,,,,,,,,,,
883,3,10.0,2.0,70.29,Condo/Apartment,Requires renovation,Regular,1960.0,,"Central, Common, Gas","Boiler, Collective",F346,F76,74.11 m²,Main drainage,,,,,,,,,,,,
884,4,4.0,2.0,70.52,Condo/Apartment,Excellent condition,Luxury,1934.0,2021.0,"Central, Common","Boiler, Collective",D204,D44,70.52 m²,Main drainage,,,,,,,,,,,,
885,5,6.0,3.0,164.49,Condo/Apartment,Requires renovation,,1910.0,,Common,"Boiler, Individual",E313,B10,,Main drainage,,,,,,,,,,,,
886,3,5.0,2.0,86.11,Condo/Apartment,Excellent condition,Luxury,1900.0,2022.0,"Radiator, Individual, Gas","Boiler, Individual",C112,C23,88.44 m²,Main drainage,,,,,,,,,,,,
887,6,,4.0,188.06,Condo/Apartment,Excellent condition,,,,,Collective,D237,D39,,Main drainage,,,,,,,,,,,,
888,7,6.0,3.0,165.0,Condo/Apartment,Requires renovation,,1880.0,,"Central, Individual, Gas","Boiler, Individual",F344,E57,,Main drainage,,,,,,,,,,,,
889,4,9.0,2.0,81.5,Condo/Apartment,Good condition,,1960.0,,"Central, Common, Gas","Boiler, Collective",D224,D45,,Main drainage,,,,,,,,,,,,
890,5,7.0,3.0,134.0,Condo/Apartment,New,,,2024.0,"Radiator, Common, Gas","Boiler, Collective",D203,D49,,Main drainage,,,,,,,,,,,,
891,2,4.0,1.0,55.93,Condo/Apartment,Excellent condition,Luxury,1960.0,2020.0,"Central, Common",Collective,D225,D48,,,,,,,,,,,,,,
892,2,,1.0,34.04,Condo/Apartment,New,,1860.0,2024.0,"Radiator, Individual, Electric","Hot water tank, Individual",E320,B10,34.04 m²,Main drainage,,,,,,,,,,,,
893,4,4.0,2.0,71.88,Condo/Apartment,Requires renovation,,1830.0,2015.0,"Radiator, Individual","Boiler, Individual",E306,B10,73.26 m²,Main drainage,,,,,,,,,,,,
894,5,10.0,4.0,164.6,Condo/Apartment,Requires renovation,Regular,1970.0,,"Central, Common","Hot water tank, Individual",E231,E54,,Main drainage,,,,,,,,,,,,
895,2,6.0,1.0,28.26,Condo/Apartment,Excellent condition,,1825.0,2020.0,"Radiator, Individual, Electric","Hot water tank, Individual",E281,B9,28.26 m²,Main drainage,,,,,,,,,,,,
